1,False,-567.6706,1.010259,-858.4305
1,False,-583.6155,1.010261,-858.3967
1,False,-599.5399,1.010263,-858.362
1,False,-617.4923,1.010261,-858.3218
1,False,-633.4805,1.010262,-858.285
1,False,-649.4387,1.010261,-858.2472
1,False,-667.3329,1.01026,-858.2036
1,False,-683.2832,1.01026,-858.1642
1,False,-699.2862,1.01026,-858.1244
1,False,-715.2599,1.010261,-858.084
1,False,-733.1853,1.010264,-858.0381
1,False,-749.1472,1.010237,-857.9963
1,False,-765.0797,1.010286,-857.8553
1,False,-782.975,1.010372,-856.9236
1,False,-798.7034,1.010453,-854.5609
1,False,-813.9582,1.010686,-850.248
1,False,-828.0634,1.010817,-843.1813
1,False,-841.4471,1.010369,-831.4489
1,False,-851.3256,1.010078,-818.9989
1,False,-860.2875,1.010316,-805.8314
1,False,-870.4838,1.01007,-791.024
1,False,-880.1011,1.010475,-778.2957
1,False,-890.2308,1.010214,-766.0024
1,False,-900.841,1.010527,-754.0247
1,False,-912.9754,1.010009,-740.7649
0.6520999,False,-923.287,1.010228,-728.7798
0.6520934,False,-932.2591,1.010096,-716.3607
1,False,-939.3487,1.010788,-701.1258
1,False,-941.7244,1.010815,-686.0887
1,False,-940.1097,1.010514,-670.6437
1,False,-935.5729,1.010203,-655.4254
1,False,-929.0114,1.01,-638.7385
1,False,-922.6232,1.010264,-624.1992
1,False,-916.8368,1.010645,-611.4648
1,False,-911.4985,1.011354,-599.6932
1,False,-907.4628,1.010054,-590.9802
1,False,-901.5432,1.01032,-581.298
1,False,-893.3123,1.010064,-570.0205
1,False,-882.1621,1.010401,-556.1428
1,False,-871.6904,1.010146,-544.102
1,False,-860.2903,1.010642,-532.9823
1,False,-845.7358,1.010785,-522.7979
1,False,-831.0965,1.010652,-516.6843
1,False,-815.6582,1.010436,-513.0539
1,False,-799.8476,1.01012,-511.2742
1,False,-781.9722,1.010177,-510.615
1,False,-765.9979,1.010035,-510.7447
1,False,-750.099,1.010251,-511.3473
1,False,-732.1998,1.010052,-512.3218
1,False,-716.2595,1.01006,-513.2256
1,False,-700.3437,1.010041,-513.9712
1,False,-684.3743,1.010005,-514.023
1,False,-666.4961,1.010534,-512.7904
